Mozilla/5.0 (Android 10; Mobile; SM-N9300; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 11; Mobile; SM-N9150; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 6; Mobile; SM-S916W; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 10; Mobile; TECNO CG7n; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 10; Mobile; Redmi Note 9 Pro; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 13; Mobile; Nokia 7.1; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 14; Mobile; HUAWEI G700-T00; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 6; Mobile; SM-J727T1; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 12; Mobile; SM-T560; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 7; Mobile; ZTE G882; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 7; Mobile; TECNO P904; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 7; Mobile; ZTE Grand Memo; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 15; Mobile; SM-A405FN; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 15; Mobile; SM-N9750; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 4; Mobile; HUAWEI KII-L21; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 14; Mobile; HUAWEI G700-U10; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 8; Mobile; HUAWEI CRO-L03; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 4; Mobile; Nokia T21; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 7; Mobile; TECNO-N6S; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 11; Mobile; vivo 1940; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 15; Mobile; TECNO KI5n; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 4; Mobile; vivo 1920; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 7; Mobile; SM-N9508; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 10; Mobile; SM-G900R7; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 8; Mobile; ZTE-SKATE; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 8; Mobile; SM-C105K; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 14; Mobile; vivo Y67; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 12; Mobile; ZTE BLADE A610; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 4; Mobile; SM-J500N0; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 5; Mobile; GT-S5838; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 8; Mobile; SM-J320ZN; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 9; Mobile; SM-G3606; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 13; Mobile; TECNO KF6h; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 14; Mobile; RMX2002; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 11; Mobile; M2006C3LI; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 10; Mobile; CPH2459; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 7; Mobile; SM-A125W; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 15; Mobile; TECNO AD10; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 5; Mobile; ZTE Libra; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 15; Mobile; ZTE A2017G; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 14; Mobile; SM-T583; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 11; Mobile; SM-M127G; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 9; Mobile; GT-N7100; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 8; Mobile; SM-A025F; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 13; Mobile; HUAWEI MediaPad; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 6; Mobile; CPH2417; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 13; Mobile; SM-T813; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; vivo Y67; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI RIO-L02; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 8; Mobile; itel S11 Plus; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 14; Mobile; itel A16S; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 7; Mobile; M200H; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 7; Mobile; HUAWEI Y330-U08; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 10; Mobile; GT-S6802; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 10; Mobile; SM-G900T; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 15; Mobile; SM-G988U1; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 8; Mobile; RMX3203; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 4; Mobile; ZTE Blade A33+; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 4; Mobile; HUAWEI RIO-L02; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; ASUS_Z016S; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 15; Mobile; SM-M105M; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 5; Mobile; CPH2437; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 15; Mobile; Nokia C200; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 13; Mobile; SM-G965U; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 4; Mobile; ZTE Grand X 2; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; RMX2202; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 12; Mobile; SM-J3119; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 14; Mobile; SM-A315F; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 13; Mobile; RMX3300; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 7; Mobile; TECNO B1f; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 13; Mobile; vivo Y75s; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 12; Mobile; GT-S5830V; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 13; Mobile; SM-G977U; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 12; Mobile; CPH2021; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 5; Mobile; ZTE-C X500; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 15; Mobile; HUAWEI MLA-L02; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 5; Mobile; ASUS_X00RD; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 5; Mobile; GT-P5220; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 12; Mobile; SM-P555S; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 8; Mobile; CPH2413; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 12; Mobile; Redmi Note 5A; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 14; Mobile; ZTE T325; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 13; Mobile; TECNO R6; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 15; Mobile; ZTE Axon 10 Pro; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 6; Mobile; Redmi Note 7; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 14; Mobile; vivo 1803; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 15; Mobile; vivo 1725; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 15; Mobile; RMX3261; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 15; Mobile; SM-G950U; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 7; Mobile; SM-A9000; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 15; Mobile; SM-S975L; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 9; Mobile; SM-G531M; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 4; Mobile; ZTE Grand S; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 4; Mobile; SM-A035M; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 9; Mobile; ZTE BA611T; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 14; Mobile; SM-N920R7; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 11; Mobile; ZTE U880F1; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 4; Mobile; SM-A336B; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 9; Mobile; ZTE S2014; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 10; Mobile; itel S11; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 4; Mobile; RMX3619; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 9; Mobile; SM-M105F; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 8; Mobile; ZTE_V971LM; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 12; Mobile; SM-A800IZ; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 7; Mobile; ASUS_Z012S; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 12; Mobile; SM-R870; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 12; Mobile; HUAWEI Y210-0200; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 9; Mobile; SM-G530Y; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 12; Mobile; HUAWEI VNS-L52; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 4; Mobile; itel A631W; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 12; Mobile; HUAWEI Ascend Y 210D; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 11; Mobile; GT-S7562; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 12; Mobile; SM-E025F; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 4; Mobile; SM-G316HU; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 9; Mobile; SM-J810M; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 6; Mobile; GT-I9500; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 6; Mobile; TECNO-C8; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI Y560-CL00; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 13; Mobile; ASUS_I006D; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 4; Mobile; SM-T825C; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 6; Mobile; SM-T285YD; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 12; Mobile; RMX3661; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI G610-U15; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 4; Mobile; SM-G550FY; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 10; Mobile; SM-N910C; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 4; Mobile; CPH1835; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 9; Mobile; ZTE Blade L4 Pro; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 7; Mobile; SM-G525F; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 4; Mobile; itel A507LN; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 15; Mobile; ZTE Q7; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 8; Mobile; TECNO CA6; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 6; Mobile; ZTE_U N721; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 12; Mobile; HUAWEI P6-T00V; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; SM-S260DL; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 12; Mobile; ZTE Blade A315; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 4; Mobile; TECNO KG5k; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 14; Mobile; SM-G930X; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 6; Mobile; HUAWEI Y511-U251; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 9; Mobile; GT-I9100G; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 15; Mobile; SM-G960U1; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 4; Mobile; vivo Y31; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 13; Mobile; ZTE Blade A5 2020; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 11; Mobile; TECNO BD4i; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 11; Mobile; HUAWEI G630-U00; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 7; Mobile; ZTE Blade A3 2020; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 6; Mobile; SM-G610L; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 6; Mobile; ZTE U5; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 14; Mobile; SM-G360GY; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 15; Mobile; SM-J320W8; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 14; Mobile; itel L5503L; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 7; Mobile; HUAWEI T8833; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 11; Mobile; RMX3576; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 10; Mobile; SM-G900R7; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 13; Mobile; GT-S5310T; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 13; Mobile; SM-G920R7; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; SM-E5260; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 8; Mobile; SM-N770F; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 12; Mobile; GT-I5800L; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 14; Mobile; TECNO KC2; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 5; Mobile; SM-T705; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 8; Mobile; RMX3142; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 10; Mobile; M2006C3MI; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 13; Mobile; GT-S7275; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 10; Mobile; itel W5008; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 9; Mobile; ZTE-SKATE; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 11; Mobile; ASUS_AI2201_D; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 8; Mobile; SM-T597P; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 6; Mobile; GT-S6790N; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 4; Mobile; SM-R865N; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 6; Mobile; GT-I9158P; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 7; Mobile; SM-A700S; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 11; Mobile; SM-J330F; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 6; Mobile; ZTE-T U960; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 7; Mobile; RMX3092; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 5; Mobile; SM-T509; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 10; Mobile; HUAWEI T8950; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 8; Mobile; SM-G981N; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 9; Mobile; vivo Y31; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 8; Mobile; GT-P7500V; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 10; Mobile; SM-A605K; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 15; Mobile; ZTE Blade A462; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 5; Mobile; ZTE A7010; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 6; Mobile; itel W5008; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 9; Mobile; vivo 1606; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 4; Mobile; TECNO S6S; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 15; Mobile; TECNO-N9; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 11; Mobile; HUAWEI LUA-U02; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 4; Mobile; TECNO S6S; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 4; Mobile; HUAWEI Y336-A1; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 13; Mobile; ZTE A7010; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 7; Mobile; SM-N900K; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 10; Mobile; HUAWEI MT7-TL00; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 8; Mobile; SM-G531M; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 4; Mobile; CPH2073; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 10; Mobile; SM-T3777; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 10; Mobile; HUAWEI RIO-L02; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 8; Mobile; SM-T365M; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 7; Mobile; HUAWEI G716-L070; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 15; Mobile; SM-S908E; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 5; Mobile; ZTE 8030RU; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 14; Mobile; ZTE Q801U; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 4; Mobile; SM-A127M; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 10; Mobile; vivo X20Plus UD; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 14; Mobile; ZTE T84; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 5; Mobile; SM-G531H; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 5; Mobile; SM-F926U1; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 10; Mobile; SM-G110H; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 6; Mobile; SM-A145R; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 8; Mobile; SM-F721U; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 12; Mobile; Nokia 2 V Tella; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 14; Mobile; SM-P585M; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 9; Mobile; Nokia C3; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 7; Mobile; GT-7550; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 8; Mobile; ZTE-BLADE; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 4; Mobile; SM-P355M; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; SM-G5108; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 4; Mobile; vivo 1610; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 11; Mobile; ZTE-Skate; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 10; Mobile; SM-A305GT; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 14; Mobile; CPH2135; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 12; Mobile; MEIZU M6; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 15; Mobile; CPH1605fw; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 7; Mobile; ZTE BLADE V0720; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 15; Mobile; SM-T976B; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 5; Mobile; ZTE V797; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 14; Mobile; SM-A705F; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 9; Mobile; Nokia 2.3; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 5; Mobile; ZTE V890; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 6; Mobile; SM-S918B; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 10; Mobile; ZTE BLADE A601; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 6; Mobile; SM-M536B; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 5; Mobile; SM-T550X; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 8; Mobile; SM-A013G; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 13; Mobile; SM-G986B; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 8; Mobile; SM-S9010; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 5; Mobile; SM-A145F; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 6; Mobile; Nokia G10; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 12; Mobile; SM-N910V; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 8; Mobile; GT-I8200L; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 12; Mobile; GT-S5302B; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 14; Mobile; SM-G750H; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 6; Mobile; GT-I9152; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 6; Mobile; TECNO W1; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 5; Mobile; SM-P619; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI Y210-0151; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 11; Mobile; ZTE_V971LM; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 13; Mobile; ZTE A7050; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 15; Mobile; CPH1803; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 8; Mobile; SM-G9650; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 15; Mobile; TECNO CK7n; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 6; Mobile; SM-T505N; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 6; Mobile; HUAWEI T8828; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 14; Mobile; ZTE Q802D; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 12; Mobile; ZTE T86; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 9; Mobile; CPH1913; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 10; Mobile; ZTE C880S; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 11; Mobile; ASUS_X00RD; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 7; Mobile; SM-C105S; rv:134.0) Gecko/134.0 Firefox/30.0
